x,y,target
-0.324646776,1.446252885,0
-1.760282978,0.862743707,0
-0.615685428,-1.147125251,0
-1.468682341,0.792896862,0
-0.639281409,1.060124502,0
-0.88689731,1.330319912,0
-0.04728119,1.929673572,0
-1.597212862,1.093898191,0
-0.48264974,1.507255103,0
-1.567695978,-0.010035901,0
-0.53258921,1.281675957,0
-0.546139613,1.312218057,0
-0.719118386,-1.050452847,0
-0.955215257,0.316086176,0
-1.017019288,0.094242013,0
-1.518427143,-1.281544494,0
-1.416179754,0.343298362,0
-1.018027081,1.29545764,0
-0.699852196,-1.497064369,0
-0.622906866,-0.857214664,0
-1.729352006,-0.835056607,0
-0.075759339,1.105430673,0
-1.319762391,0.300785873,0
-1.52031186,0.192883343,0
-1.324758766,1.468923649,0
-0.543702575,1.423835442,0
-0.495585373,-1.234543932,0
-1.006167748,1.474461838,0
-1.483058181,0.358856726,0
-0.506195956,-1.787525527,0
-0.595324846,-1.172144422,0
-0.934756779,-0.368477337,0
-0.562813633,-1.223958252,0
-1.122949581,-1.088893471,0
-0.707698608,-1.418032533,0
-1.779405384,0.817414511,0
-1.229992366,1.206727165,0
-0.36604426,-1.182285374,0
-0.992044195,-0.13783486,0
-0.676111295,-1.39142582,0
-1.011600724,1.475731877,0
-0.604474853,-1.256468042,0
-1.562445945,0.374959829,0
-0.188399479,1.133380865,0
-0.890864168,1.264674498,0
-1.032248186,-0.768411489,0
-0.638804287,-1.3360838,0
-1.026149147,-0.247143819,0
-0.300872183,-1.227083425,0
-0.898031888,0.661149231,0
-1.447567338,0.131962441,0
-0.984768553,-1.288918847,0
-1.03834138,1.16847761,0
-1.847204718,-0.216346312,0
-0.159170194,1.530349223,0
-0.951176673,1.657107872,0
-0.441289693,-1.108643244,0
-1.094052864,0.073099647,0
-0.647103891,-1.26550484,0
-1.710650987,0.814078871,0
-1.190096847,1.091373263,0
-1.120462736,-0.856813561,0
-0.385111587,-1.553867975,0
-1.130735299,1.209648227,0
-1.328502454,-0.267637595,0
-1.488691468,-0.255376635,0
-0.417936644,-1.106236667,0
-0.817767793,-1.189184021,0
-0.230851654,1.321924225,0
-0.172274405,-1.739350606,0
-1.184865921,-0.428266994,0
-0.996808261,0.217302922,0
-0.447540887,0.952958241,0
-1.166662943,-0.47739215,0
-1.908387571,-0.534588944,0
-1.901529521,0.461926693,0
-1.199652336,-0.338996339,0
-0.01247257,-1.013392509,0
-1.609887844,0.025522199,0
-1.178410013,-0.997297131,0
-1.194524798,-0.356983794,0
-1.126105005,-0.791979824,0
-1.221800377,-0.493074968,0
-1.822980779,-0.411130233,0
-0.844492046,-1.554401017,0
-0.57711924,-1.853135051,0
-0.587846275,-0.967359609,0
-0.419686163,-1.880966014,0
-1.680614569,0.093828263,0
-0.611815816,1.359797006,0
-0.562520897,1.452104142,0
-1.259512382,-0.565847062,0
-0.558514226,1.919933556,0
-1.207198915,0.892768997,0
-1.282943704,0.497734059,0
-1.855950422,0.464286889,0
-0.978733479,0.897449055,0
-0.197125926,1.320851156,0
-0.841356935,-0.59149759,0
-0.153371541,1.832572209,0
-0.914730494,0.534648799,0
-0.070235207,-1.306642073,0
-0.296448939,1.356519754,0
-1.135735587,-1.004319987,0
-0.325728369,1.522359789,0
-1.055768838,-0.801200573,0
-0.565016527,1.029287727,0
-1.520582586,1.058864418,0
-1.092454615,-1.535132258,0
-0.854116221,-1.081681534,0
-0.398730549,1.771003282,0
-0.177967135,-1.033045169,0
-0.818545279,0.825541744,0
-1.603413411,0.534007967,0
-1.370674862,0.656634511,0
-1.474055802,1.023441125,0
-1.322652224,0.893736313,0
-0.278232506,1.776383529,0
-1.531827591,0.738644612,0
-1.297989295,-1.357585069,0
-0.321366856,-1.214509802,0
-1.262019601,-0.304578817,0
-0.989789368,0.307254096,0
-1.777502873,-0.085249658,0
-0.046453906,-1.53445466,0
-1.770338923,-0.694987798,0
-1.128687842,-1.243874349,0
-1.349689769,0.490281684,0
-1.490563209,0.462935827,0
-1.133420307,-0.095269875,0
-0.923908156,0.742094378,0
-1.069135623,-1.22628688,0
-1.48944151,1.217774183,0
-1.026581186,-0.034287018,0
-0.774400726,1.524707131,0
-0.671308303,1.059015235,0
-0.098146426,-1.883909349,0
-1.53672149,-1.074805684,0
-1.865001301,0.48993284,0
-1.226957939,0.824438003,0
-1.27183275,0.743374945,0
-1.101836634,-1.39085511,0
-0.952530043,1.346756951,0
-0.999663203,-0.980355851,0
-1.728671735,-0.980788973,0
-1.094738089,-0.857988724,0
-0.692376643,-1.109426708,0
-1.232030544,0.532963719,0
-1.849942181,-0.336262386,0
-0.567776501,1.431732693,0
-0.454530323,-0.9385357,0
-1.044054626,-0.179846655,0
-1.837345902,0.577086545,0
-0.889542679,-1.45765869,0
-0.45985856,1.668304,0
-1.229284099,1.146207526,0
-1.377403173,-0.008352916,0
-0.975455466,-1.101322235,0
-1.633400216,0.78300708,0
-0.865035806,1.434070743,0
-0.971046152,1.04953899,0
-0.108142151,-1.722259555,0
-0.734617006,-1.503510955,0
-1.434160747,0.60914615,0
-0.727527596,1.05376048,0
-0.788152665,-0.859139503,0
-0.544912068,1.629244045,0
-0.05247241,1.561581226,0
-0.76129012,-1.07499071,0
-0.021403535,-1.486971723,0
-0.895295023,0.600438713,0
-1.025571301,-1.012633949,0
-0.871134294,1.662744352,0
-1.737589292,-0.055449499,0
-1.298798904,1.071418385,0
-1.10570788,-0.891130057,0
-1.198164548,0.574893434,0
-0.47448802,-1.812732241,0
-1.398315995,-1.102990077,0
-0.988047754,1.727084194,0
-1.217044837,0.0660477,0
-1.137620045,0.068831563,0
-0.477278785,-1.279944299,0
-1.47428007,-0.551636208,0
-1.771333792,-0.196634839,0
-1.191131228,-0.809157688,0
-1.633973871,-0.132331671,0
-0.57534928,-1.313533241,0
-1.048761185,1.419504571,0
-0.460445564,1.016131121,0
-0.004928387,1.057939331,0
-1.116064756,1.301312757,0
-1.30007275,-0.804035029,0
-0.350018698,-1.296009049,0
-1.323752975,0.819812424,0
-1.631023185,-0.198095421,0
-0.199221604,1.272167625,0
-1.238066352,0.808120653,0
-1.369554968,-1.149481196,0
-0.349371433,-1.492766985,0
-0.096699411,1.660708347,0
-1.870799183,0.453748949,0
-0.149640441,1.124856659,0
-1.104689461,0.01651243,0
-1.188328713,0.759885662,0
-1.786408623,0.679438562,0
-0.400620651,-1.489820237,0
-0.648848213,1.54432808,0
-1.065480901,0.654197772,0
-1.198719471,-0.001851057,0
-0.676371531,-1.401248527,0
-1.065171282,-0.254527016,0
-1.771890182,-0.757814927,0
-1.191091969,0.876578223,0
-1.069324814,-1.658978073,0
-0.515796443,1.752505001,0
-1.054749733,-0.691080813,0
-1.019357625,0.921200877,0
-1.184010987,-0.900372968,0
-1.262219032,0.840769305,0
-0.583895876,-1.790787157,0
-1.205935499,-0.57903355,0
-1.394218337,-0.289140172,0
-1.759021109,0.833313378,0
-0.582711136,0.950843709,0
-1.298936475,1.05558063,0
-1.177589892,0.122890162,0
-0.67905205,0.836240953,0
-1.41251503,-0.18858182,0
-0.512196286,-0.946068283,0
-1.419739875,-0.306112048,0
-0.846613022,-1.112651247,0
-0.992290961,0.878742508,0
-1.550910817,-1.1377404,0
-1.517837059,-1.023537339,0
-0.281475587,-1.049930744,0
-1.69144513,0.954542413,0
-0.05267958,-1.265185311,0
-1.41242268,0.621972883,0
-1.240779508,0.726169172,0
-1.071740613,-1.328475784,0
-1.217526673,0.81729837,0
-0.359867107,-1.371633288,0
-0.299898954,-0.997271581,0
-0.891192412,-1.700747836,0
-0.403673476,-1.167677718,0
-0.584898574,1.655610414,0
-0.087933351,1.463410203,0
-0.093453693,1.268176844,0
-0.5503152,1.27707977,0
-1.682379452,-0.002017411,0
-1.301244889,-0.779833719,0
-0.933564891,-0.607728738,0
-0.708923837,1.045297594,0
-1.443156329,0.396323783,0
-1.626622775,0.088041933,0
-0.281612762,1.622997558,0
-0.210043054,1.003586115,0
-1.578952979,0.221444996,0
-0.910759707,-0.876458604,0
-1.213975388,-1.229389293,0
-1.163905365,-0.887046819,0
-1.419800281,-0.883033937,0
-1.062381443,-0.458873573,0
-0.265413613,-1.805989854,0
-0.133584371,1.361702653,0
-0.305430469,-1.076645448,0
-0.435396888,1.036262913,0
-0.452421366,1.848463049,0
-0.905448611,-0.473499223,0
-1.595420848,0.819904488,0
-0.875245145,0.915337345,0
-1.294526376,0.897214478,0
-0.001622224,1.939599243,0
-1.095186912,-0.292826838,0
-1.569472833,0.69920149,0
-1.423918886,0.223843235,0
-0.916628106,-0.512368052,0
-1.699748445,-0.317012588,0
-0.308779369,1.492643491,0
-1.812381931,0.616459328,0
-1.728469631,0.139595393,0
-1.732517035,0.775392672,0
-1.317326657,0.129313718,0
-0.648167309,1.266758764,0
-0.984878972,1.346931739,0
-1.23000733,0.531988995,0
-0.446456003,1.057573122,0
-1.234511745,-0.172393418,0
-1.278147963,-0.826566349,0
-0.388204515,1.060721448,0
-1.329221606,-0.514197189,0
-0.707380858,-0.857740034,0
-1.564289167,-1.16301641,0
-1.512508047,0.698701325,0
-1.041579743,-1.230260537,0
-0.893364724,-1.577805528,0
-0.987500479,-0.265786062,0
-1.355452623,0.951110377,0
-1.16180161,0.35351078,0
-0.789611089,0.85557377,0
-0.711008352,1.356033298,0
-0.232862169,-1.300548342,0
-1.388802731,-1.205192146,0
-1.518976365,-0.659462381,0
-1.045928232,0.707976364,0
-1.010528269,1.049922557,0
-0.821656489,0.890737704,0
-1.237652307,0.032472272,0
-0.638384113,-0.922261735,0
-1.132929951,-0.108990823,0
-0.123171799,-1.173016073,0
-1.681578337,-0.901680757,0
-0.141851186,-1.947871807,0
-0.706362016,-0.959262625,0
-1.330350596,0.296482904,0
-1.278818947,-1.160789977,0
-0.331995812,1.021894937,0
-1.1003803,-1.480820292,0
-0.644429775,1.647562317,0
-1.571562748,-0.890238912,0
-0.160682665,1.718805877,0
-0.308129589,-1.137961566,0
-0.968802321,0.456738601,0
-1.143668946,0.624253828,0
-1.419616375,-1.398510066,0
-1.349550327,-0.290678272,0
-1.089477629,-0.923749092,0
-1.126094923,-1.208406437,0
-0.175397601,-1.54700631,0
-1.346773387,-0.9815626,0
-0.979096563,-1.647678007,0
-1.03850605,-0.128600858,0
-0.326345363,-1.241818994,0
-1.612589162,-0.958548048,0
-0.169671789,-1.948088487,0
-1.028625851,-0.115832722,0
-1.024209418,-1.45403932,0
-1.147337536,0.219415539,0
-1.408954737,-1.259168751,0
-1.228445014,-1.284268144,0
-0.849820995,1.044851837,0
-1.212020759,1.509053307,0
-0.302222195,1.266186395,0
-1.674551001,-0.246661659,0
-0.170907494,-1.574775412,0
-1.709560546,-0.699889562,0
-0.961879662,-1.237466581,0
-1.51381641,0.994443642,0
-1.334024335,0.141000469,0
-0.6770696,-1.418199042,0
-0.50144675,1.143798854,0
-1.584281642,0.592894216,0
-0.928849451,1.404930625,0
-1.578114687,0.476892742,0
-0.897415634,0.605886149,0
-0.397288504,1.05718922,0
-1.267504897,-1.270486963,0
-0.492570211,1.568993476,0
-0.013043571,-1.334286945,0
-1.291607727,0.740564692,0
-1.496799519,0.403847267,0
-0.801053823,1.496038649,0
-1.009628949,0.507347603,0
-0.149631241,-1.000407921,0
-0.075304921,1.763185798,0
-1.288124735,-0.531531315,0
-1.53655097,0.350985421,0
-1.122227629,0.184160203,0
-1.602060178,-0.436732502,0
-1.159829404,-1.076695691,0
-1.331490826,-0.739789514,0
-0.18106545,-1.74054744,0
-0.455120208,1.003117879,0
-1.068373254,0.253563784,0
-0.812413731,-0.675564943,0
-1.069573706,-0.551760453,0
-0.748278545,-1.609606233,0
-1.256145934,-0.99756276,0
-0.675282215,1.260635984,0
-1.206115933,1.294962058,0
-1.528860677,-0.235162434,0
-1.324430285,-1.416770725,0
-0.662874955,1.349744783,0
-1.551526171,-0.551803525,0
-1.351781019,-0.310242693,0
-1.22677571,1.041416308,0
-0.701791807,1.353526105,0
-0.929560266,0.75808478,0
-1.752257193,-0.346850248,0
-0.847600109,1.27547356,0
-0.479223729,1.164985355,0
-1.36208915,-0.062834237,0
-0.935292873,0.655380049,0
-1.69504577,-0.648966093,0
-0.325271391,-1.538377873,0
-0.716887856,-1.818392036,0
-0.599982234,-1.055776642,0
-0.050825365,-1.129897077,0
-1.945830742,-0.01235345,0
-0.596960273,1.197492805,0
-0.515227127,-1.126023116,0
-0.077204236,-1.892324113,0
-1.273333716,-0.205012084,0
-0.115465463,-1.057145364,0
-0.959218353,-1.61214121,0
-0.79851437,-1.748387727,0
-1.620578142,-0.9317857,0
-0.753004472,0.798709768,0
-1.364994396,-0.022366791,0
-1.407966184,-0.887975503,0
-1.627588093,-0.574346303,0
-0.978969644,-0.31822451,0
-1.012295701,-0.133987652,0
-1.033306279,-1.056360723,0
-1.575930632,-0.428026294,0
-0.667205162,-1.208119048,0
-0.150774142,1.096157102,0
-0.61546717,1.073392105,0
-0.66289505,-1.227236875,0
-1.418798934,-0.764075228,0
-1.128066168,-1.302841801,0
-0.751090972,1.017450403,0
-0.311259039,-1.709646166,0
-0.057428555,-1.844846898,0
-0.693769474,-1.432451806,0
-0.34210817,1.363174706,0
-1.295957831,-1.143925187,0
-1.124698686,1.624948003,0
-1.192266852,-0.462954515,0
-1.137069475,0.770728374,0
-1.448461989,0.910822525,0
-0.898557796,0.918302358,0
-0.838038324,-1.302294203,0
-1.865135659,-0.48737454,0
-1.30256381,1.328324121,0
-0.430129121,1.114115556,0
-0.546750337,1.240691476,0
-0.821683,-1.133471231,0
-1.364893002,-0.672047591,0
-0.108246231,1.051033924,0
-1.451505899,0.215552259,0
-0.03671495,-1.927213074,0
-1.247937377,0.817417713,0
-0.990054613,-1.646503932,0
-1.668215315,0.036587941,0
-1.454129768,1.233805471,0
-1.272022319,-0.888592742,0
-0.284435912,1.548072514,0
-0.996918897,0.17964335,0
-0.946160632,1.03417976,0
-0.388328707,1.174027421,0
-0.593811267,1.442864277,0
-1.548062952,0.518267538,0
-0.999778026,0.221566352,0
-1.402949759,0.169661218,0
-1.402157202,0.786917772,0
-0.311258376,0.964310547,0
-1.752598143,0.273610332,0
-1.475898417,-0.195390915,0
-0.642279615,-1.220810431,0
-1.656394747,0.595000739,0
-0.708774737,-0.836864332,0
-0.124725546,-1.897325055,0
-0.814954921,1.220311696,0
-1.585848743,0.333741589,0
-1.095908064,0.091043594,0
-1.771440068,-0.076723076,0
-0.71214917,-0.731167435,0
-1.847515071,0.572893497,0
-1.825181448,0.576655868,0
-0.849359341,-1.521904979,0
-0.246741608,1.209849781,0
-1.396357438,-1.419396808,0
-1.224847743,-1.007940465,0
-1.745627027,-0.788210609,0
-1.45574198,-0.706610777,0
-0.564874702,0.926385978,0
-0.186315464,-1.831858067,0
-0.14330233,1.330234521,0
-1.394113237,0.35396409,0
-0.810542486,-1.412159966,0
-0.852380629,1.759488002,0
-0.746446765,1.108144363,0
-1.220567172,-1.29670161,0
-1.07742486,0.566663241,0
-0.926586135,-0.546484009,0
-0.298243276,-1.197454019,0
-0.473199943,-1.551344252,0
-1.019555365,-0.599319465,0
-1.08940441,0.669315374,0
-1.9554631,-0.1055767,0
-0.865292525,0.534652938,0
-1.292247838,-0.590252828,0
-1.590393681,-0.74659907,0
-1.391412833,0.057712113,0
-1.308796579,0.008998621,0
-0.120078201,1.813865414,0
-0.938265972,0.806544644,0
-1.242855394,0.751302343,0
-1.844184539,-0.456860465,0
-0.539287594,-1.183994747,0
-0.382479308,-1.097405242,0
-1.210276584,-0.672876119,0
-1.160690843,-0.522928685,0
-0.675463119,1.716339889,0
-0.670651214,1.557776604,0
-1.460459524,0.601549159,0
-0.651261573,-0.918987012,0
-1.926337113,0.53085367,0
-0.648301445,1.496584803,0
-1.161103127,0.637234723,0
-1.306850662,0.275954288,0
-1.410648622,0.558601714,0
-1.329003408,0.603625734,0
-0.212659001,1.265525501,0
-0.325577057,1.137335996,0
-0.588895826,-1.226359389,0
-1.544539949,0.129211851,0
-1.694744493,-0.530678477,0
-1.944075771,0.187223254,0
-1.433819046,1.166396568,0
-0.781508615,0.916659503,0
-0.999118157,0.842386466,0
-0.633249391,-1.779331674,0
-0.597372371,1.124002276,0
-0.547199955,-1.923504534,0
-0.983992872,-0.467845101,0
-1.109100586,-0.18250664,0
-0.928670082,0.614513063,0
-1.569434005,0.143153903,0
-0.891899069,1.31421867,0
-0.273331792,-1.53357684,0
-0.18018559,-1.245262426,0
-1.282692064,-0.775940567,0
-0.076264384,-1.566706621,0
-1.194783601,1.348841419,0
-0.659551994,-0.870035942,0
-1.235002636,-1.377040903,0
-0.538705531,-1.668773254,0
-1.904785147,0.576593576,0
-0.10418163,1.268303267,0
-0.073097094,1.785465894,0
-1.477419538,-0.036489058,0
-1.408113117,0.703376841,0
-0.386012988,1.047565352,0
-0.061849849,-1.953715038,0
-0.815574009,1.501584585,0
-1.082982871,-1.321445229,0
-0.490474766,0.888143217,0
-0.723723983,1.092863489,0
-0.644299839,-1.004384757,0
-0.185495317,-1.801914022,0
-0.208252119,-1.485432481,0
-1.808466087,-0.82901465,0
-0.005526604,1.512530033,0
-1.112060615,-0.665692572,0
-1.805804913,0.13354466,0
-0.664421709,-0.948520878,0
-1.20835265,-1.221930781,0
-0.822080072,0.878512787,0
-1.320270418,-0.826212253,0
-0.719810592,1.804720955,0
-0.425698449,-0.988189747,0
-1.637474065,0.89796455,0
-0.55221907,-1.425658022,0
-0.853967471,-1.555390021,0
-0.492301462,0.960335853,0
-1.071891059,-0.982227772,0
-1.864021616,-0.653254644,0
-1.174626679,0.791352746,0
-0.664203379,1.195087761,0
-1.054469923,0.140859886,0
-1.242998794,0.310477846,0
-0.377798386,1.231313772,0
-0.291717066,1.521809423,0
-0.99861175,1.119369259,0
-1.468057988,1.182451128,0
-0.06960218,-1.809564803,0
-1.425724994,0.900367049,0
-1.173213835,0.956898175,0
-1.913250807,0.425175561,0
-1.346980278,-1.455775146,0
-1.285322484,-0.755807525,0
-1.161668369,0.488259728,0
-0.5108818,-1.886652861,0
-0.571307927,1.560770283,0
-0.062723058,1.348806492,0
-0.863213187,0.60812515,0
-1.414027841,1.377539069,0
-1.388272971,1.063778405,0
-0.953815859,1.138754257,0
-0.618856154,-1.739960365,0
-1.88764133,0.025094893,0
-1.522890178,-0.86559292,0
-1.343740306,1.045332574,0
-1.544022728,0.35123217,0
-0.760253686,-1.43108797,0
-0.765071614,1.07496401,0
-1.247955931,-0.167194474,0
-0.447843335,1.57932141,0
-1.213766063,-0.266293722,0
-0.072462157,1.041003256,0
-0.356200688,1.911613486,0
-0.60166404,-1.779884544,0
-0.645237876,-1.114822016,0
-1.000342071,0.465640837,0
-1.37483271,1.299252458,0
-0.878446825,0.964145166,0
-1.148647609,-1.266952943,0
-1.460373898,-0.88938279,0
-0.737352854,0.730858197,0
-1.438861467,-0.000163128,0
-0.328629402,-1.682141061,0
-1.729841572,0.533952952,0
-0.384771399,1.7432443,0
-1.022893011,1.007415171,0
-0.276940513,-1.092029036,0
-1.147580768,-0.500220122,0
-0.512905359,-1.867590179,0
-0.960155985,0.901459094,0
-0.442118535,-1.859591433,0
-0.999499356,-1.256641517,0
-1.162311781,0.965015016,0
-0.860145188,-0.947206005,0
-0.293791475,1.438676208,0
-1.349629563,-0.914545754,0
-0.136525205,1.517067726,0
-0.359851315,-1.245649629,0
-0.870548026,-0.942431702,0
-1.094188795,0.361860807,0
-0.203032272,1.132596133,0
-1.550134362,0.062396096,0
-0.555061874,1.025334286,0
-0.340344694,1.383465883,0
-1.139373624,0.873313476,0
-0.269916181,1.439890778,0
-1.421652027,0.082473563,0
-1.004196224,0.191116451,0
-1.080338343,1.372037054,0
-0.479339563,1.645225295,0
-0.831469239,-0.961606373,0
-0.154798998,1.650850963,0
-1.02207695,0.747184195,0
-1.648677587,-0.525848449,0
-1.140081825,1.165994412,0
-0.446791794,-1.371237298,0
-0.904563224,0.769655895,0
-1.106367872,0.638170945,0
-0.376402827,0.982485765,0
-1.406901856,-1.185967825,0
-0.098240252,-1.532527581,0
-1.007246732,-1.409162904,0
-1.682901612,-0.060516426,0
-1.874551374,0.645049634,0
-1.702493422,-0.059737492,0
-1.611227269,-0.293948462,0
-1.409788158,0.772524243,0
-0.070193894,-1.004853886,0
-1.791328132,-0.119657181,0
-1.45457861,1.201344889,0
-0.406377068,-1.705061414,0
-1.234929491,-1.313476,0
-0.548476549,-0.939342702,0
-0.940906824,-1.116662359,0
-1.009374332,1.334562085,0
-1.967785061,0.04541574,0
-1.201858043,-0.466767673,0
-1.380669589,-0.163757491,0
-1.742446967,-0.445746759,0
-0.338858787,1.296722017,0
-1.457256957,-0.785324348,0
-1.048800516,-0.317268351,0
-0.772169289,-1.342635137,0
-1.649260043,0.118970283,0
-0.65155043,1.57013949,0
-1.487746303,-1.138766088,0
-1.862545955,-0.326879717,0
-0.002587652,-1.555252291,0
-1.036770908,0.911351856,0
-1.295327792,0.166096036,0
-1.174797306,1.329585666,0
-1.090710185,0.780178674,0
-1.541570412,-0.413619487,0
-0.174837816,-1.785453001,0
-1.175653135,-0.315288304,0
-0.629522978,1.050131573,0
-0.753200099,1.314827186,0
-1.082113952,-1.188199257,0
-0.145476266,1.956362782,0
-0.769763283,0.828426911,0
-1.033658693,-0.420667495,0
-0.826000543,-1.306982513,0
-1.607358415,-0.027652477,0
-0.532063651,1.066747998,0
-0.063921127,1.337553992,0
-1.280813732,-0.731769841,0
-0.962661646,-1.262443266,0
-0.958987756,1.576796653,0
-1.006276082,1.412663838,0
-0.123898971,1.758337453,0
-1.642141521,0.373930132,0
-0.593464812,-0.935939134,0
-1.719783724,-0.460456366,0
-0.894123193,1.581979096,0
-1.22921378,1.266417612,0
-1.111696825,0.642811249,0
-1.529251837,-0.732741197,0
-0.337483888,1.806741886,0
-0.002062122,-1.18034694,0
-0.165234699,1.075739091,0
-1.12067641,-1.300530295,0
-1.564418401,0.499867561,0
-1.621236148,-1.130348779,0
-0.842616906,-1.217153999,0
-0.942931881,-0.58768005,0
-1.442807089,-0.634232037,0
-0.39722658,1.26396473,0
-1.945959015,0.062557291,0
-1.355744453,0.973844632,0
-1.380647326,-1.16809611,0
-0.406756628,-1.315542919,0
-0.034404188,-1.178954476,0
-1.462425305,-0.563835642,0
-0.035164397,-1.353668123,0
-1.166574137,-0.215038998,0
-0.456127815,1.69565605,0
-0.499078841,-0.882559818,0
-0.043035871,1.839942928,0
-1.82170748,0.796194172,0
-1.854832353,0.694395495,0
-0.968469941,-1.121119245,0
-1.246381708,-0.052967739,0
-1.213688578,-1.57409142,0
-0.703330546,1.50134479,0
-0.334189559,-1.509821912,0
-0.195025054,-1.825765974,0
-0.942720975,1.624177246,0
-0.592498959,-1.099078112,0
-0.58192077,-1.033263649,0
-1.507256954,0.440856504,0
-0.219459512,-1.401463769,0
-0.870710103,0.583724104,0
-1.122943868,-0.102020903,0
-1.39996732,0.513862119,0
-1.326327693,1.142085134,0
-0.333511981,-1.484208227,0
-1.648235441,-0.203029123,0
-0.581077926,1.212480342,0
-0.355259262,1.467611069,0
-1.094029713,1.244543727,0
-0.44992382,0.99086748,0
-1.586806142,0.515022934,0
-1.461941341,0.690796361,0
-0.119662198,-1.38938543,0
-1.796030144,-0.449010918,0
-1.5358658,-0.759951758,0
-0.934729656,-0.826888777,0
-0.704194609,0.873159803,0
-0.46542753,-1.522422848,0
-1.818311221,-0.175006147,0
-0.353957808,-1.329334599,0
-1.779424893,-0.242779543,0
-1.142859457,1.018529612,0
-1.677672783,0.627694845,0
-0.866869264,-1.698569598,0
-1.082191412,-0.859974217,0
-0.28309811,-1.198169101,0
-1.476796082,1.086551006,0
-0.225071071,-1.753227707,0
-0.559330829,0.999749493,0
-1.022583222,0.473861365,0
-1.274164792,-1.508640519,0
-0.974930194,-0.437239219,0
-0.258283612,1.809156416,0
-1.418091219,-0.879080844,0
-0.860444049,1.43667862,0
-0.606492721,-1.644212171,0
-0.023135848,-1.254872508,0
-1.911513929,-0.108744696,0
-0.057541263,1.245452322,0
-0.015249285,-1.329437734,0
-0.584491068,-1.40531825,0
-1.099367777,-0.673894987,0
-0.452629003,1.178459415,0
-1.380127733,-0.572814891,0
-0.380577421,-1.46624308,0
-0.968615034,0.406878353,0
-1.291094285,-0.65800896,0
-0.835759835,1.437886582,0
-1.549373252,1.241409457,0
-0.226524113,1.499592189,0
-0.287504717,1.747451144,0
-1.006610882,1.45505354,0
-1.415243384,-1.211549497,0
-1.381222829,-1.31587687,0
-1.080548135,-0.386421474,0
-1.780245973,0.66038331,0
-1.275076084,0.658206307,0
-0.178770895,-1.279304852,0
-1.840106511,0.15634086,0
-1.581453407,-1.065085482,0
-1.069407542,-0.036852148,0
-1.740520443,0.275374889,0
-1.294022957,1.309941191,0
-0.939429617,0.723874965,0
-0.376061917,-1.630784495,0
-1.780731359,-0.168308445,0
-0.478767891,-1.036465087,0
-0.406386897,1.597399372,0
-0.885248058,-1.285347196,0
-0.248681847,1.079781083,0
-0.080310374,-1.113222609,0
-0.410009813,-1.403876784,0
-1.175378215,0.879287859,0
-1.364775534,0.704621235,0
-0.421966477,1.038067396,0
-1.829237482,0.603590953,0
-0.459448844,-1.50889542,0
-1.41250334,1.055022741,0
-1.070120602,1.567255972,0
-1.59251892,-0.374566414,0
-0.235703344,1.761004111,0
-1.65325828,-1.065764154,0
-0.377050532,-1.152623499,0
-1.290573727,0.305140833,0
-0.057542384,1.411478622,0
-1.334568461,-0.680449545,0
